assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,160,100,100,2,50472,0,0,-2,2,201.1,170,107,2,3,0.0,1.5,1,James,1.0,16,0,47.4,267,127,157,False,210.0,265,108,1195,,2020-03-01T19:30:23.056417Z,43,0,0,0,50472.jpg,1.3,0,0,McCarthy,0.8,False,None,a,7,31,61.0,309,150,32,93923,2922,87544,2281,0.2,7.4,McCarthy,6
2,19,387,None,None,12,80146,0,0,2,-2,327.8,87,11,1,4,4.0,5.5,5,Jordan,5.0,27,9,158.5,41,16,468,False,520.2,70,13,2472,,None,52,0,0,0,80146.jpg,3.9,0,0,Ayew,9.0,False,None,a,7,31,741.0,30,17,113,1712945,28618,1341586,19843,1.0,21.7,Ayew,6
1,4,353,100,100,7,19419,0,0,-1,1,39.2,333,113,0,2,6.0,7.5,7,Gary,7.0,26,0,73.2,173,45,503,False,408.4,135,52,1890,,2019-12-16T20:00:22.203812Z,44,0,0,0,19419.jpg,3.1,0,0,Cahill,1.5,False,None,a,7,31,281.0,117,17,66,161904,5626,204369,2548,1.6,15.0,Cahill,1
0,0,3,0,0,0,175946,0,0,-5,5,0.1,467,213,0,3,0.0,0.0,0,Víctor,0.0,0,0,0.0,588,231,510,False,0.2,484,210,5,Loan deal ended on 13/1,2020-01-06T01:00:18.633384Z,45,0,0,0,175946.jpg,1.0,0,0,Camarasa,0.1,False,None,u,7,31,0.0,559,226,1,4853,18,49769,54,0.0,0.2,Camarasa,0
0,0,92,100,100,0,173954,0,0,0,0,38.4,334,171,0,3,0.0,1.5,1,Jairo,1.0,7,0,15.8,383,164,539,False,94.2,359,151,609,,2020-01-05T22:00:20.857953Z,45,0,0,0,173954.jpg,1.5,0,0,Riedewald,0.0,False,None,a,7,31,25.0,360,171,16,2726,47,2000,44,0.2,3.6,Riedewald,0
0,0,0,None,None,0,42525,0,0,0,0,0.0,490,20,0,1,-1.0,0.5,0,Stephen,0.0,0,0,0.0,510,43,556,False,0.0,506,43,0,,None,40,0,0,0,42525.jpg,0.0,0,0,Henderson,0.4,False,None,a,7,31,0.0,459,12,0,47175,637,24501,903,0.0,0.0,Henderson,0
0,0,0,0,0,0,221272,0,0,-1,1,0.0,482,180,0,2,0.0,0.0,0,Sam,0.0,0,0,0.0,503,178,578,False,0.0,499,178,0,Joined Hamilton on loan until the end of the season on 24/1. - Expected back 01 Aug,2020-01-24T15:00:18.535146Z,39,0,0,0,221272.jpg,0.0,0,0,Woods,0.1,False,None,n,7,31,0.0,451,170,0,15244,1591,7612,798,0.0,0.0,Woods,0
0,0,0,None,None,0,244723,0,0,0,0,0.0,507,195,0,2,-1.0,0.5,0,Tyrick,0.0,0,0,0.0,526,193,579,False,0.0,522,193,0,,None,40,0,0,0,244723.jpg,0.0,0,0,Mitchell,0.1,False,None,a,7,31,0.0,476,185,0,4027,203,2231,178,0.0,0.0,Mitchell,0
0,0,5,None,None,0,466955,0,0,0,0,21.0,380,185,0,3,-1.0,0.5,0,Brandon,0.0,0,0,2.7,452,190,580,False,4.4,465,199,7,,None,45,0,0,0,466955.jpg,1.0,0,0,Pierrick,0.0,False,None,a,7,31,2.0,428,200,1,458,22,288,25,0.0,0.2,Pierrick,0
0,0,0,0,0,0,432705,0,0,0,0,0.0,589,81,0,4,0.0,0.0,0,James,0.0,0,0,0.0,602,80,581,False,0.0,599,80,0,Joined Bristol Rovers on a permanent deal on 31/1,2020-01-31T20:30:19.305077Z,45,0,0,0,432705.jpg,0.0,0,0,Daly,0.0,False,None,u,7,31,0.0,575,79,0,1091,7,1065,18,0.0,0.0,Daly,0
0,0,0,None,None,0,209043,0,0,0,0,0.0,579,233,0,3,-1.0,0.5,0,Nya,0.0,0,0,0.0,592,234,588,False,0.0,588,230,0,,None,45,0,0,0,209043.jpg,0.0,0,0,Kirby,0.0,False,None,a,7,31,0.0,563,229,0,345,11,204,10,0.0,0.0,Kirby,0
0,0,0,0,0,0,234720,0,0,0,0,0.0,584,237,0,3,0.0,0.0,0,Giovanni,0.0,0,0,0.0,597,238,608,False,0.0,594,235,0,Joined Dartford on loan until the end of the season on 31/1. - Expected back 01 Aug,2020-01-31T20:30:19.355699Z,45,0,0,0,234720.jpg,0.0,0,0,McGregor,0.0,False,None,n,7,31,0.0,569,233,0,342,3,298,8,0.0,0.0,McGregor,0
0,0,0,None,None,0,235599,0,0,0,0,0.0,506,194,0,2,0.1,1.6,0,Nikola,0.0,0,0,0.0,525,192,635,False,0.0,521,192,0,,None,40,0,0,0,235599.jpg,0.0,0,0,Tavares,0.0,False,None,a,7,31,0.0,475,184,0,73,73,10,10,0.0,0.0,Tavares,0
0,2,177,100,100,2,153133,0,0,-4,4,280.9,114,71,0,3,3.5,2.0,3,Alex,3.0,26,1,77.1,160,83,17,False,194.4,282,118,1249,,2019-12-21T14:30:20.051028Z,56,0,0,0,153133.jpg,2.2,0,0,Iwobi,0.9,False,None,a,8,11,295.0,111,61,41,135624,390,241772,341,0.5,7.3,Iwobi,0
5,12,498,100,100,7,101188,0,0,-3,3,898.1,7,2,3,2,5.5,4.0,5,Lucas,5.0,40,0,167.6,36,2,141,False,547.4,59,22,2331,,2020-02-23T19:00:12.788850Z,57,1,0,0,101188.jpg,3.3,0,0,Digne,10.8,False,None,a,8,11,229.0,143,23,88,1276847,11739,2188548,4655,0.9,15.4,Digne,3
1,8,380,75,75,5,164511,0,0,-2,2,76.4,271,79,1,2,0.4,-0.8,0,Yerry,0.0,36,2,96.7,119,27,142,False,486.0,86,29,2085,Thigh injury - 75% chance of playing,2020-06-02T16:30:13.958105Z,53,1,0,0,164511.jpg,2.9,0,0,Mina,2.0,False,None,d,8,11,405.0,73,5,73,420522,44,447561,2496,0.0,13.8,Mina,3
0,3,329,100,100,5,106611,0,0,-3,3,45.4,318,106,0,2,5.5,4.0,5,Michael,5.0,32,1,59.2,220,63,143,False,392.2,147,55,1836,,2020-01-20T14:00:12.624966Z,52,0,0,0,106611.jpg,2.6,0,0,Keane,1.9,False,None,a,8,11,154.0,206,46,60,151463,911,244226,478,1.0,11.5,Keane,1
1,2,230,100,100,4,59949,0,0,-2,2,126.7,229,60,0,2,6.5,5.0,6,Seamus,6.0,20,0,48.8,259,83,144,False,228.6,252,104,1279,,2020-03-01T17:30:18.538038Z,53,0,0,0,59949.jpg,2.1,1,0,Coleman,1.1,False,None,a,8,11,132.0,227,57,40,117501,1827,269069,321,1.1,7.5,Coleman,3
1,0,75,100,100,0,12745,0,0,-1,1,97.5,249,68,0,2,0.5,-1.0,0,Leighton,0.0,6,0,17.7,372,135,145,False,73.8,377,144,332,,2019-07-30T15:00:09.168977Z,49,0,0,0,12745.jpg,2.2,0,0,Baines,0.2,False,None,a,8,11,5.0,416,155,11,14877,238,17074,192,0.0,2.2,Baines,0
1,15,375,None,None,6,177815,0,0,5,-5,223.3,154,25,2,4,2.5,1.0,2,Dominic,2.0,35,13,177.6,31,14,147,False,529.6,66,12,1994,,None,65,0,0,0,177815.jpg,4.0,0,0,Calvert-Lewin,13.4,False,None,a,8,11,1033.0,13,10,113,1944751,93208,1113726,33977,0.3,17.4,Calvert-Lewin,7
0,5,500,None,None,7,111234,0,0,-3,3,3.0,430,10,1,1,9.5,8.0,9,Jordan,9.0,46,0,61.2,211,12,148,False,612.0,43,11,2700,,None,52,0,0,0,111234.jpg,3.1,0,78,Pickford,6.3,False,None,a,8,11,0.0,623,66,93,498284,13822,746209,2494,1.7,17.9,Pickford,1
0,0,0,None,None,0,10318,0,0,-1,1,0.0,468,12,7,1,0.5,-1.0,0,Maarten,0.0,0,0,0.0,490,37,149,False,0.0,486,37,0,,None,39,0,0,0,10318.jpg,0.0,0,0,Stekelenburg,7.2,False,None,a,8,11,0.0,435,4,0,239856,7424,291380,5304,0.0,0.0,Stekelenburg,0
5,13,432,100,100,7,212319,0,0,3,-3,449.4,44,34,2,3,3.5,2.0,3,Richarlison,3.0,42,10,222.6,11,7,150,False,697.8,19,5,2442,,2020-01-17T14:00:19.894274Z,83,0,0,0,212319.jpg,4.9,0,0,de Andrade,11.0,False,None,a,8,11,1077.0,11,3,136,2227654,46460,2108844,24100,0.4,16.4,Richarlison,5
3,4,307,100,100,5,55422,0,0,-7,7,680.8,16,13,0,3,1.5,0.0,1,Gylfi,1.0,37,1,142.6,52,30,151,False,337.6,176,72,2022,,2020-01-17T14:00:19.905907Z,73,0,0,0,55422.jpg,2.6,0,0,Sigurdsson,2.4,False,None,a,8,11,407.0,71,38,70,145984,821,829697,1069,0.1,9.6,Sigurdsson,3
2,6,200,100,100,7,100649,0,0,-1,1,287.0,108,67,2,3,1.5,0.0,1,Bernard,1.0,10,3,77.4,158,82,152,False,271.4,221,88,1018,,2020-03-08T17:30:16.694056Z,64,0,0,0,100649.jpg,3.0,0,0,Anício Caldeira Duarte,0.7,False,None,a,8,11,218.0,153,86,61,201843,354,219937,416,0.2,9.5,Bernard,2
3,1,133,0,0,3,20467,0,0,-3,3,213.2,164,103,0,3,0.0,0.0,0,Theo,0.0,14,1,82.0,151,78,153,False,149.4,313,133,1058,Abdominal injury - Expected back 11 Jul,2020-06-10T14:30:19.552057Z,62,0,0,0,20467.jpg,2.3,0,0,Walcott,0.4,False,None,i,8,11,455.0,63,33,49,24252,10,61860,358,0.0,7.9,Walcott,1
1,3,168,None,None,4,173807,0,0,-2,2,98.2,247,141,1,3,3.5,2.0,3,Tom,3.0,26,1,55.4,234,117,154,False,201.0,273,112,1455,,None,53,0,0,0,173807.jpg,2.0,0,0,Davies,0.1,False,None,a,8,11,253.0,131,73,45,15196,239,18508,114,0.6,8.5,Davies,7
0,0,0,0,0,0,219352,0,0,0,0,0.0,619,256,0,3,0.0,0.0,0,Ademola,0.0,0,0,0.0,625,256,155,False,0.0,623,254,0,Joined RB Leipzig on a permanent deal on 25/7,2019-07-25T09:00:14.381716Z,50,0,0,0,219352.jpg,0.0,0,0,Lookman,0.0,False,None,u,8,11,0.0,615,256,0,257,7,647,5,0.0,0.0,Lookman,0
0,0,0,0,0,0,80801,0,0,0,0,0.0,616,254,0,3,0.0,0.0,0,Idrissa,0.0,0,0,0.0,623,255,156,False,0.0,620,252,0,Joined PSG on a permanent deal on 30/7,2019-07-30T09:00:05.841634Z,50,0,0,0,80801.jpg,0.0,0,0,Gueye,0.0,False,None,u,8,11,0.0,612,254,0,519,8,2214,18,0.0,0.0,Gueye,0
0,0,132,0,0,1,42774,0,0,-1,1,78.5,269,149,0,3,0.0,0.0,0,Morgan,0.0,20,0,25.5,352,153,158,False,143.2,316,135,998,Knee injury - Unknown return date,2020-02-28T16:30:25.542559Z,44,0,0,0,42774.jpg,1.2,1,0,Schneiderlin,0.5,False,None,i,8,11,32.0,352,167,18,39011,33,87478,376,0.0,4.1,Schneiderlin,4
0,2,202,75,75,2,41823,0,0,-2,2,146.7,214,57,0,2,0.4,-0.8,0,Fabian,0.0,24,0,35.4,323,116,205,False,183.0,290,114,1187,Muscle injury - 75% chance of playing,2020-06-11T13:00:18.348167Z,53,0,0,0,41823.jpg,1.5,1,0,Delph,0.2,False,None,d,8,11,24.0,366,132,24,13770,9,31528,131,0.0,4.5,Delph,3
0,0,104,100,100,3,120250,0,0,-3,3,101.0,243,140,0,3,3.5,2.0,3,André Filipe,3.0,13,0,21.4,365,159,422,False,87.4,365,154,876,,2020-06-11T13:00:18.583394Z,52,0,0,0,120250.jpg,1.6,0,0,Tavares Gomes,0.3,False,None,a,8,11,25.0,362,173,19,15709,428,71223,178,0.6,3.7,André Gomes,5
0,0,0,0,0,0,232964,0,0,-3,3,0.0,539,204,0,2,0.0,0.0,0,Lewis,0.0,0,0,0.0,554,203,477,False,0.0,550,203,0,Joined Fleetwood Town on loan until the end of the season on 31/1. - Expected back 01 Aug,2020-01-31T10:30:16.201935Z,42,0,0,0,232964.jpg,0.0,0,0,Gibson,0.1,False,None,n,8,11,0.0,511,196,0,4667,9,11696,74,0.0,0.0,Gibson,0
4,5,368,None,None,4,194164,0,0,-2,2,62.5,296,95,0,2,6.5,5.0,6,Mason,6.0,32,0,63.6,198,54,478,False,418.8,130,51,1822,,None,43,0,0,0,194164.jpg,2.7,0,0,Holgate,1.9,False,None,a,8,11,152.0,210,48,61,316089,24753,201603,4676,1.4,14.2,Holgate,4
0,0,0,0,0,0,57513,0,0,-3,3,0.0,527,39,0,1,0.0,0.0,0,Jonas,0.0,0,0,0.0,544,59,479,False,0.0,540,59,0,Joined Huddersfield Town on loan until the end of the season on 31/1. - Expected back 01 Aug,2020-01-31T22:30:14.186781Z,42,0,0,0,57513.jpg,0.0,0,0,Lössl,0.2,False,None,n,8,11,0.0,497,31,0,2357,4,31084,109,0.0,0.0,Lössl,0
2,3,98,None,None,1,242058,0,0,-7,7,99.8,246,39,0,4,1.5,0.0,1,Moise,1.0,12,1,51.0,250,37,496,False,99.0,355,44,671,,None,63,0,0,0,242058.jpg,1.8,0,0,Kean,1.4,False,None,a,8,11,318.0,97,35,41,88924,312,455296,532,0.2,6.5,Kean,0
0,0,14,0,0,1,160987,0,0,-2,2,6.3,416,193,0,3,0.0,0.0,0,Jean-Philippe,0.0,0,0,2.6,454,192,497,False,20.0,432,180,135,Achilles injury - Unknown return date,2019-08-23T21:30:13.493993Z,48,0,0,0,160987.jpg,2.0,0,0,Gbamin,0.0,False,None,i,8,11,0.0,599,250,4,2790,3,7229,6,0.0,0.8,Gbamin,0
4,9,343,75,100,4,102747,0,0,-5,5,318.3,92,20,1,2,0.4,-1.0,0,Djibril,0.0,29,0,84.9,140,35,511,False,421.0,128,49,1638,Knock - 75% chance of playing,2020-06-22T01:00:16.323820Z,50,0,0,0,102747.jpg,3.0,0,0,Sidibé,0.8,False,None,d,8,11,111.0,245,66,64,240799,554,218127,2870,0.0,12.8,Sidibé,3
0,0,0,100,100,0,195855,0,0,0,0,0.0,577,231,0,3,0.5,-1.0,0,Beni,0.0,0,0,0.0,591,233,557,False,0.0,587,229,0,,2019-11-29T16:00:27.549912Z,45,0,0,0,195855.jpg,0.0,0,0,Baningime,0.0,False,None,a,8,11,0.0,562,228,0,1366,63,925,50,0.0,0.0,Baningime,0
0,0,12,None,None,0,232826,0,0,0,0,31.8,350,55,0,4,1.5,0.0,1,Anthony,1.0,0,0,5.3,429,61,561,False,8.4,452,61,118,,None,45,0,0,0,232826.jpg,1.0,0,0,Gordon,0.1,False,None,a,8,11,14.0,387,64,3,4497,281,3403,134,0.2,0.7,Gordon,0
0,0,1,None,None,0,113688,0,0,0,0,1.8,435,66,0,4,0.5,-1.0,0,Oumar,0.0,2,0,0.9,474,67,570,False,7.0,456,62,19,,None,45,0,0,0,113688.jpg,1.0,0,0,Niasse,0.1,False,None,a,8,11,0.0,555,75,3,4891,190,3090,147,0.0,0.7,Niasse,0
0,0,0,None,None,0,56192,0,0,0,0,0.0,491,185,0,2,0.5,-1.0,0,Rhu-endly,0.0,0,0,0.0,511,183,577,False,0.0,507,183,0,,None,40,0,0,0,56192.jpg,0.0,0,0,Martina,0.1,False,None,a,8,11,0.0,460,175,0,4544,195,2525,194,0.0,0.0,Cuco Martina,0
0,0,0,None,None,0,222627,0,0,0,0,0.0,503,25,0,1,0.5,-1.0,0,João Manuel,0.0,0,0,0.0,522,47,629,False,0.0,518,47,0,,None,40,0,0,0,222627.jpg,0.0,0,0,Neves Virgínia,0.0,False,None,a,8,11,0.0,472,17,0,590,75,249,53,0.0,0.0,Virgínia,0
0,0,0,None,None,0,480455,0,0,0,0,0.0,514,200,0,2,1.6,0.1,0,Jarrad,0.0,0,0,0.0,533,198,637,False,0.0,529,198,0,,None,40,0,0,0,480455.jpg,0.0,0,0,Branthwaite,0.0,False,None,a,8,11,0.0,483,190,0,92,92,13,13,0.0,0.0,Branthwaite,0
2,11,568,0,0,10,111931,0,0,3,-3,446.5,45,8,3,2,0.0,0.0,0,Ricardo Domingos,0.0,27,3,141.9,53,5,159,False,738.0,15,3,2520,Knee injury - Unknown return date,2020-03-12T14:30:24.198726Z,63,0,0,0,111931.jpg,4.4,0,0,Barbosa Pereira,9.2,False,None,i,9,13,235.0,138,22,123,1585106,158,1415026,51103,0.0,19.5,Pereira,1
3,6,454,100,100,8,172850,0,0,0,0,478.0,40,6,1,2,11.5,11.0,11,Benjamin,11.0,24,3,118.3,77,12,161,False,514.0,71,24,2149,,2020-03-06T15:00:21.670859Z,55,0,0,0,172850.jpg,4.4,0,0,Chilwell,9.3,False,None,a,9,13,190.0,174,36,105,1372901,51641,1134710,5957,2.0,19.1,Chilwell,2
2,10,587,100,100,10,37642,0,0,3,-3,82.1,266,77,3,2,2.5,2.0,2,Jonny,2.0,29,1,101.5,104,20,162,False,633.8,34,10,2664,,2019-11-23T17:00:22.413179Z,53,0,0,0,37642.jpg,3.7,0,0,Evans,6.0,False,None,a,9,13,298.0,109,14,110,826102,8394,505957,7237,0.4,20.8,Evans,5
0,2,119,None,None,2,37402,0,0,-3,3,47.7,314,105,0,2,0.5,0.0,0,Christian,0.0,6,0,19.7,367,132,163,False,131.2,325,127,634,,None,42,0,0,0,37402.jpg,3.0,0,0,Fuchs,0.4,False,None,a,9,13,18.0,375,138,24,28918,397,38995,378,0.0,5.7,Fuchs,0
1,9,588,None,None,10,218031,0,0,4,-4,71.2,279,84,1,2,2.5,2.0,2,Çaglar,2.0,28,1,94.7,121,28,164,False,661.0,27,6,2610,,None,49,0,0,0,218031.jpg,3.6,0,0,Söyüncü,15.6,False,None,a,9,13,212.0,156,27,105,2345749,31436,1336584,23419,0.4,21.4,Söyüncü,4
0,0,35,100,100,0,15033,0,0,-4,4,0.7,452,165,0,2,0.5,0.0,0,Wes,0.0,1,0,8.2,406,149,165,False,45.8,397,149,160,,2020-01-27T15:00:16.943418Z,41,0,0,0,15033.jpg,1.1,0,0,Morgan,0.6,False,None,a,9,13,36.0,342,121,9,34182,542,92996,407,0.0,2.2,Morgan,0
6,27,620,100,100,8,101668,0,0,7,-7,250.9,131,21,7,4,2.5,2.0,2,Jamie,2.0,26,19,206.6,18,7,166,True,823.8,7,1,2312,,2020-03-12T16:00:18.992810Z,97,0,1,0,101668.jpg,6.3,0,0,Vardy,29.2,False,None,a,9,13,999.0,16,13,169,4883887,103498,3702302,37732,0.2,17.4,Vardy,2
4,5,140,100,100,1,173515,0,0,-3,3,142.6,218,33,1,4,1.5,1.0,1,Kelechi,1.0,8,3,68.6,183,32,167,False,184.8,288,32,586,,2020-02-22T21:30:18.745261Z,57,0,0,0,173515.jpg,3.5,0,0,Iheanacho,0.4,False,None,a,9,13,360.0,82,33,45,64760,625,70463,897,0.2,7.9,Iheanacho,1
0,6,566,None,None,10,17745,0,0,4,-4,10.0,410,7,1,1,3.5,3.0,3,Kasper,3.0,29,0,73.4,171,6,168,False,723.0,16,6,2700,,None,54,0,0,1,17745.jpg,4.1,0,84,Schmeichel,13.4,False,None,a,9,13,0.0,628,69,122,1322788,22337,892538,9148,0.6,22.6,Schmeichel,2
0,0,0,None,None,0,11974,0,0,-3,3,0.0,517,31,0,1,0.5,0.0,0,Eldin,0.0,0,0,0.0,535,52,169,False,0.0,531,52,0,,None,42,0,0,0,11974.jpg,0.0,0,0,Jakupovic,0.1,False,None,a,9,13,0.0,486,23,0,1704,32,5758,32,0.0,0.0,Jakupovic,0
0,0,0,None,None,0,95463,0,0,-3,3,0.0,529,41,0,1,0.5,0.0,0,Danny,0.0,0,0,0.0,547,61,170,False,0.0,543,61,0,,None,42,0,0,0,95463.jpg,0.0,0,0,Ward,0.2,False,None,a,9,13,0.0,500,33,0,2590,41,9574,60,0.0,0.0,Ward,0
5,14,522,100,100,9,172780,0,0,5,-5,1197.0,3,2,1,3,2.5,2.0,2,James,2.0,26,6,249.0,6,4,171,False,626.4,38,10,2489,,2020-03-12T14:30:24.243040Z,75,0,0,0,172780.jpg,4.2,0,0,Maddison,17.3,False,None,a,9,13,666.0,36,16,121,3205793,18826,2732151,29032,0.3,16.1,Maddison,4
8,8,340,100,100,8,201666,0,0,2,-2,444.5,46,35,2,3,3.5,3.0,3,Harvey,3.0,16,6,165.9,37,20,172,False,458.8,99,37,1769,,2019-12-21T19:30:16.602039Z,62,0,0,0,201666.jpg,4.1,0,0,Barnes,3.9,False,None,a,9,13,755.0,29,13,115,654613,20383,402207,25861,0.5,18.5,Barnes,0
0,0,0,0,0,0,115858,0,0,-4,4,0.0,621,257,0,3,0.0,0.0,0,Rachid,0.0,0,0,0.0,626,257,173,False,0.0,624,255,0,Joined Fiorentina on loan until the end of the season on 2/9. - Expected back 01 Aug,2019-09-18T22:00:13.300063Z,51,0,0,0,115858.jpg,0.0,0,0,Ghezzal,0.0,False,None,n,9,13,0.0,618,257,0,626,4,3941,9,0.0,0.0,Ghezzal,0
3,1,132,None,None,2,51938,0,0,-4,4,172.2,188,118,0,3,3.5,3.0,3,Marc,3.0,7,0,37.0,319,138,174,False,129.6,329,139,558,,None,51,0,0,0,51938.jpg,2.0,0,0,Albrighton,0.2,False,None,a,9,13,68.0,298,147,30,11297,291,22804,185,0.6,5.9,Albrighton,1
3,0,93,100,100,0,172632,0,0,-5,5,146.2,215,126,0,3,4.5,4.0,4,Demarai,4.0,5,1,44.3,284,131,175,False,130.0,328,138,434,,2019-12-01T23:30:20.997051Z,50,0,1,0,172632.jpg,1.9,0,0,Gray,0.3,False,None,a,9,13,168.0,193,104,28,13281,902,38254,267,0.8,5.6,Gray,1
1,5,354,100,100,9,203341,0,0,0,0,195.6,177,110,0,3,2.5,2.0,2,Wilfred,2.0,20,2,85.6,139,75,176,False,503.4,79,26,1981,,2020-02-01T14:30:20.874570Z,50,0,0,0,203341.jpg,2.9,0,0,Ndidi,1.7,False,None,a,9,13,156.0,202,110,69,395978,1989,413362,1507,0.4,13.8,Ndidi,3
0,0,3,100,100,0,61604,0,0,-2,2,0.1,465,212,0,3,0.5,0.0,0,Matty,0.0,0,0,0.1,489,214,177,False,0.4,481,209,5,,2019-08-27T12:30:14.308742Z,43,0,0,0,61604.jpg,1.0,0,0,James,0.2,False,None,a,9,13,0.0,520,211,1,14389,170,26569,242,0.0,0.2,James,0
0,0,0,0,0,0,155569,0,0,-3,3,0.0,534,216,7,3,0.0,0.0,0,Daniel,0.0,0,0,0.0,550,217,178,False,0.0,546,213,0,Ankle injury - Unknown return date,2020-01-10T15:00:19.392765Z,42,0,0,0,155569.jpg,0.0,0,0,Amartey,0.3,False,None,i,9,13,0.0,506,207,0,33862,708,41049,934,0.0,0.0,Amartey,0
0,0,53,100,100,0,86881,0,0,-2,2,34.8,341,173,0,3,0.5,0.0,0,Nampalys,0.0,3,0,8.1,407,174,179,False,37.0,409,169,200,,2020-01-22T21:30:23.983564Z,43,0,0,0,86881.jpg,1.4,0,0,Mendy,0.8,False,None,a,9,13,9.0,398,183,7,98815,333,118231,603,0.0,1.6,Mendy,0
1,0,142,100,100,3,197469,0,0,-2,2,67.7,283,154,0,3,1.5,1.0,1,Hamza,1.0,11,1,32.6,327,144,180,False,175.2,294,122,791,,2020-02-14T22:30:11.974179Z,43,0,0,0,197469.jpg,1.8,1,0,Choudhury,0.8,False,None,a,9,13,83.0,275,142,31,148330,607,146017,1023,0.2,7.2,Choudhury,2
5,9,329,100,75,7,168580,0,0,-3,3,351.3,79,57,4,3,0.5,0.0,0,Ayoze,0.0,17,7,147.1,49,27,265,False,471.4,92,33,1578,,2020-06-08T15:30:15.141471Z,62,0,0,0,168580.jpg,4.4,0,0,Pérez,5.9,False,None,a,9,13,646.0,38,17,110,1285158,3087,1886456,18202,0.0,17.7,Pérez,0
0,0,110,100,75,2,41727,0,0,-2,2,33.7,346,118,0,2,0.5,0.0,0,Ryan,0.0,9,0,16.3,381,141,404,False,113.6,340,134,603,,2020-06-16T09:30:20.239662Z,48,0,0,0,41727.jpg,1.9,0,0,Bennett,0.3,False,None,a,9,13,16.0,384,141,21,17857,49,45149,138,0.0,4.4,Bennett,2
1,0,69,None,None,1,220627,0,0,-3,3,69.5,280,85,0,2,2.5,2.0,2,James,2.0,2,0,17.6,373,136,433,False,95.2,358,138,290,,None,47,0,0,0,220627.jpg,3.0,0,0,Justin,0.4,False,None,a,9,13,12.0,391,145,15,40789,9881,20690,4521,0.4,3.2,Justin,0
5,5,403,None,None,10,166989,0,0,-4,4,577.0,28,23,2,3,2.5,2.0,2,Youri,2.0,24,3,140.7,56,32,448,False,437.6,116,40,2223,,None,61,0,0,0,166989.jpg,3.3,0,0,Tielemans,4.0,False,None,a,9,13,391.0,77,40,97,938478,2173,1055343,4207,0.3,15.9,Tielemans,2
0,0,0,0,0,0,13152,0,0,-3,3,0.0,518,214,9,3,0.0,0.0,0,Andy,0.0,0,0,0.0,536,215,480,False,0.0,532,211,0,Joined Huddersfield Town on loan until the end of the season on 16/1. - Expected back 01 Aug,2019-08-15T22:00:13.587784Z,42,0,0,0,13152.jpg,0.0,0,0,King,0.4,False,None,n,9,13,0.0,487,205,0,55581,1816,74105,1642,0.0,0.0,King,0
3,3,188,100,None,2,106837,0,0,-2,2,131.7,225,134,0,3,0.5,0.0,0,Dennis,0.0,10,1,48.1,263,125,517,False,174.2,297,125,961,,2020-06-18T16:00:21.295216Z,53,0,0,0,106837.jpg,2.3,0,0,Praet,0.1,False,None,a,9,13,177.0,185,101,48,10388,42,12787,260,0.0,9.1,Praet,2
0,0,0,0,0,0,213405,0,0,-1,1,0.0,480,178,0,2,0.0,0.0,0,Filip,0.0,0,0,0.0,501,176,597,False,0.0,497,176,0,Joined Bristol City on loan until the end of the season on 31/1. - Expected back 01 Aug,2020-01-31T23:00:20.852440Z,39,0,0,0,213405.jpg,0.0,0,0,Benkovic,0.0,False,None,n,9,13,0.0,448,167,0,3241,201,1825,115,0.0,0.0,Benkovic,0
7,15,641,100,100,11,122798,0,0,0,0,708.4,12,3,1,2,1.0,1.0,0,Andrew,0.0,20,1,163.3,38,3,181,True,619.4,40,12,2443,,2020-03-07T14:30:16.708069Z,70,0,0,0,122798.jpg,4.9,0,0,Robertson,18.1,False,None,a,10,14,304.0,104,12,137,1407967,12014,2239023,23869,0.0,19.6,Robertson,1
14,19,753,100,100,12,169187,0,0,8,-8,1217.9,2,1,6,2,8.0,8.0,7,Trent,7.0,21,2,243.6,7,1,182,True,843.2,4,1,2639,,2019-10-22T15:00:19.720774Z,78,0,0,0,169187.jpg,5.8,0,0,Alexander-Arnold,42.7,False,None,a,10,14,374.0,80,7,173,2885452,34714,1561239,14962,0.9,22.2,Alexander-Arnold,4
1,12,654,100,100,13,97032,0,0,0,0,116.9,236,62,2,2,7.0,7.0,6,Virgil,6.0,21,4,124.1,69,8,183,True,752.8,13,2,2700,,2019-10-27T20:00:16.725016Z,65,0,0,0,97032.jpg,4.9,0,0,van Dijk,43.7,False,None,a,10,14,372.0,81,8,147,1916774,39475,2488557,16320,0.9,22.6,van Dijk,1
0,7,342,100,100,10,171287,0,0,-2,2,84.0,265,76,0,2,2.0,2.0,1,Joseph,1.0,5,0,37.3,317,114,184,False,278.0,213,82,1324,,2020-02-29T20:00:17.305841Z,53,0,0,0,171287.jpg,3.9,0,0,Gomez,4.1,False,None,a,10,14,10.0,396,147,77,587041,7822,437157,11625,0.2,14.5,Gomez,3
